State,City,percent_completed_hs,poverty_rate,Median Income
TX,Munday city,75.4,23.7,33850
TX,Muniz CDP,37.2,19.6,33715
TX,Murchison city,86.1,15.6,38750
TX,Murillo CDP,62.1,24.7,36293
TX,Murphy city,94.1,3.3,115387
TX,Mustang town,16.7,93.3,-
TX,Mustang Ridge city,75.7,10.6,51917
TX,Myrtle Springs CDP,67.1,25.4,38109
TX,Nacogdoches city,85.2,30,32357
TX,Naples city,84.4,22.4,27609
TX,Narciso Pena CDP,-,-,-
TX,Nash city,93.2,17.1,40588
TX,Nassau Bay city,94.5,7.1,67905
TX,Natalia city,66.6,26.2,31650
TX,Navarro town,92.9,7.9,50750
TX,Navasota city,68.4,20.1,45650
TX,Nazareth city,97.8,5.3,56875
TX,Nederland city,94.2,8.5,57260
TX,Needville city,85,8.4,55385
TX,Nesbitt town,97.7,27.6,(X)
TX,Netos CDP,0,100,-
TX,Nevada city,91.7,10.1,79028
TX,Newark city,76.3,20.7,52292
TX,New Berlin city,93.8,0.9,66250
TX,New Boston city,85.3,28.4,29221
TX,New Braunfels city,88.8,9.5,59721
TX,Newcastle city,74.7,19,29545
TX,New Chapel Hill city,86.8,15.1,49375
TX,New Deal town,75.9,17.1,42005
TX,New Fairview city,80.1,8.8,53229
TX,New Falcon CDP,53.6,91.9,"2,500-"
TX,New Home city,69.7,20.5,48750
TX,New Hope town,88.9,7.6,81016
TX,New London city,78.9,20.7,36726
TX,New Summerfield city,57.8,26.1,41442
TX,New Territory CDP,89.8,3.3,131698
TX,Newton city,83.9,29.9,34286
TX,New Waverly city,84.2,42.5,24375
TX,Neylandville town,93.8,23.4,(X)
TX,Niederwald city,82.9,15.5,60417
TX,Nina CDP,32.9,22.3,-
TX,Nixon city,55.3,25.7,35833
TX,Nocona city,72.1,31.7,34028
TX,Nocona Hills CDP,85.8,8.8,47115
TX,Nolanville city,81.5,24.5,42366
TX,Nome city,87.7,18.1,63125
TX,Noonday city,87.8,5.8,63750
TX,Nordheim city,78,19.2,40417
TX,Normangee town,79.6,18.9,32000
TX,Normanna CDP,84.9,3,(X)
TX,North Alamo CDP,56.6,24.2,31810
TX,North Cleveland city,80.8,22.7,30625
TX,North Escobares CDP,0,23.3,-
TX,Northlake town,97.5,5.5,58583
TX,North Pearsall CDP,61.7,17.1,40521
TX,North Richland Hills city,92.1,7.7,63766
TX,Northridge CDP,-,-,-
TX,North San Pedro CDP,62.6,17.7,37730
TX,Novice city,52.9,22.5,19821
TX,Oak Grove town,90.7,3.5,85078
TX,Oakhurst CDP,84.7,0,78565
TX,Oak Island CDP,54.2,50.4,18984
TX,Oak Leaf city,91,1.8,95268
TX,Oak Point city,95.7,6.1,88723
TX,Oak Ridge town (Cooke County),79.1,3.2,42188
TX,Oak Ridge town (Kaufman County),87.8,3.3,65781
TX,Oak Ridge North city,98.1,6.1,88500
TX,Oak Trail Shores CDP,62.7,24.7,29267
TX,Oak Valley town,85.2,11.9,50625
TX,Oakwood town,85.4,14.2,46875
TX,O'Brien city,59.3,15.5,(X)
TX,Odem city,67.4,23.6,43103
TX,Odessa city,76.4,12.1,59337
TX,O'Donnell city,61,26.9,29185
TX,Oglesby city,74.2,23.4,49531
TX,Oilton CDP,68.6,16.3,53523
TX,Old River-Winfree city,84.7,16.5,60625
TX,Olivarez CDP,59.8,44.7,26107
TX,Olivia Lopez de Gutierrez CDP,-,-,-
TX,Olmito CDP,44.7,49.8,21027
TX,Olmito and Olmito CDP,8.1,30.5,(X)
TX,Olmos Park city,97.3,4.7,118917
TX,Olney city,79.8,16.5,36186
TX,Olton city,66.8,22.4,31522
TX,Omaha city,89.7,18.2,35238
TX,Onalaska city,74.8,33.2,33250
TX,Opdyke West town,94.2,24.8,37250
TX,Orange city,87.5,21.2,40126
TX,Orange Grove city,78.4,19.9,57083
TX,Orason CDP,84.1,0,48529
TX,Orchard city,68.7,22.7,36719
TX,Ore City city,87.5,16.7,38250
TX,Overton city,84.6,18.7,43295
TX,Ovilla city,94.8,3.4,90000
TX,Owl Ranch CDP,0,26.2,(X)
TX,Oyster Creek city,70,26.5,39063
TX,Ozona CDP,65.6,17.5,51458
TX,Pablo Pena CDP,-,-,-
TX,Paducah town,71.7,28.2,31859
TX,Paint Rock town,64.3,18.6,44583
TX,Paisano Park CDP,65.4,0,-
TX,Palacios city,71,21,37873
TX,Palestine city,81.7,23.8,36348
TX,Palisades village,89,12.9,74063
TX,Palmer town,80.2,9.9,48661
TX,Palmhurst city,78.2,13.7,78068
TX,Palm Valley city,93,4.7,73571
TX,Palmview city,51,32.9,34358
TX,Palmview South CDP,59.5,40.3,30893
TX,Palo Blanco CDP,71,31.2,28864
TX,Paloma Creek CDP,95,6.3,76447
TX,Paloma Creek South CDP,96.1,5.5,107873
TX,Palo Pinto CDP,80.7,11.6,34583
TX,Pampa city,79.7,14,42205
TX,Panhandle town,94.9,11,73380
TX,Panorama Village city,95.7,6.4,61250
TX,Pantego town,91.5,11,65463
TX,Paradise city,86.9,5.1,48611
TX,Paris city,84.1,25.6,32025
TX,Parker city,92.5,4.2,136094
TX,Pasadena city,71.5,19.9,48004
TX,Pattison city,76,4.8,68750
TX,Patton Village city,61.7,32,40625
TX,Pawnee CDP,56.6,0,61875
TX,Payne Springs town,82.4,16,41875
TX,Pearland city,93.1,4.5,95972
TX,Pearsall city,64,24.6,33311
TX,Pecan Acres CDP,92.2,2.8,108646
TX,Pecan Gap city,91.1,7.4,40625
TX,Pecan Grove CDP,96.9,4.4,106466
TX,Pecan Hill city,90.9,18.9,52625
TX,Pecan Plantation CDP,90.6,4.6,87930
TX,Pecos city,65.2,15.1,46283
TX,Pelican Bay city,79.6,36.9,32008
TX,Pena CDP,25.3,100,-
TX,Penelope town,67.9,8.3,44732
TX,Penitas city,52.2,26,34057
TX,Perezville CDP,64.4,37.9,27054
TX,Perrin CDP,83.1,8.9,54265
TX,Perryton city,72.6,14.4,50482
TX,Petersburg city,66.7,27.2,40000
TX,Petrolia city,82.4,13.8,38173
TX,Petronila city,75,3.2,53438
TX,Pettus CDP,74.1,15.4,58750
TX,Pflugerville city,92.9,8,76459
TX,Pharr city,62,33.9,34708
TX,Pilot Point city,72.5,16.1,47292
TX,Pine Forest city,88,4.6,60893
TX,Pine Harbor CDP,74.2,48.1,19622
TX,Pinehurst CDP,79.7,30.5,46690
TX,Pinehurst city,87.1,18.3,39313
TX,Pine Island town,68.1,16.7,59464
TX,Pineland city,86.7,27.6,22794
TX,Pinewood Estates CDP,99,1.3,130500
TX,Piney Point Village city,99.2,3.9,"250,000+"
TX,Pittsburg city,72,27.4,31353
TX,Placedo CDP,62.6,28.3,30260
TX,Plains town,67.1,15.8,46106
TX,Plainview city,74.3,25.2,43424
TX,Plano city,93.5,7.5,83793
TX,Pleak village,75.8,32.2,41098
TX,Pleasant Hill CDP,54.7,21.6,53382
TX,Pleasanton city,78.1,20.6,55494
TX,Pleasant Valley town,83.6,4.9,54659
TX,Plum Grove city,73.2,18.7,50139
TX,Point city,76.6,30.6,30417
TX,Point Blank city,83.8,28.7,49375
TX,Point Comfort city,89.2,7.3,63500
TX,Point Venture village,97,7.3,81094
TX,Ponder town,88.6,3.4,87258
TX,Port Aransas city,97.3,10.7,48604
TX,Port Arthur city,71.9,27.3,32863
TX,Porter Heights CDP,74.7,38.1,(X)
TX,Port Isabel city,65.8,32.8,31765
TX,Portland city,89.9,7.3,62561
TX,Port Lavaca city,78.6,23.2,45560
TX,Port Mansfield CDP,100,32.9,12321
TX,Port Neches city,93.4,12.5,60768
TX,Port O'Connor CDP,85.7,7.8,57991
TX,Post city,54.2,13.1,48000
TX,Post Oak Bend City town,81.5,1.6,80938
TX,Poteet city,63.8,24.3,31100
TX,Poth town,79.1,12.6,60750
TX,Potosi CDP,91.8,4.1,76458
TX,Pottsboro town,95.1,14.2,53889
TX,Powderly CDP,91,10.5,52880
TX,Powell town,64.7,17.7,19500
TX,Poynor town,89.1,27.4,41364
TX,Prado Verde CDP,82.6,0,117917
TX,Prairie View city,80.7,45.7,29861
TX,Premont city,63.9,23.9,31100
TX,Presidio city,39.1,24.3,25668
TX,Preston CDP,80.4,9.1,44694
TX,Primera town,76.1,28.1,50966
TX,Princeton city,85.4,22,41667
TX,Progreso city,47.3,50,29088
TX,Progreso Lakes city,77.4,4.3,72188
TX,Prosper town,97,8.9,115203
TX,Providence Village town,99.4,5.2,85440
TX,Pueblo East CDP,-,-,-
TX,Pueblo Nuevo CDP,36.9,80.1,18107
TX,Putnam town,87.8,0,30625
TX,Pyote town,70.4,1.5,52500
TX,Quail CDP,86.7,11.1,(X)
TX,Quail Creek CDP,91.1,6.8,52232
TX,Quanah city,82.1,15.6,31505
TX,Queen City city,84.3,24.6,35387
TX,Quemado CDP,18.3,56.2,10859
TX,Quesada CDP,-,-,-
TX,Quinlan city,72.5,27.2,35707
TX,Quintana town,60.5,52.3,56250
TX,Quitaque city,65.1,33.1,32262
TX,Quitman city,87,15,41944
TX,Radar Base CDP,38.3,53,43028
TX,Rafael Pena CDP,-,-,-
TX,Ralls city,64.5,21.2,37574
TX,Ramireno CDP,100,0,-
TX,Ramirez-Perez CDP,100,100,-
TX,Ramos CDP,27.9,35.3,(X)
TX,Ranchette Estates CDP,0,0,-
TX,Ranchitos del Norte CDP,-,-,-
TX,Ranchitos East CDP,31.3,65.7,15966
TX,Ranchitos Las Lomas CDP,28.6,70.9,(X)
TX,Rancho Alegre CDP,42.9,29.2,30469
TX,Rancho Banquete CDP,94.6,7,(X)
TX,Rancho Chico CDP,35.7,61,(X)
TX,Ranchos Penitas West CDP,55.6,43.6,30667
TX,Rancho Viejo town,94.3,12.4,64575
TX,Rancho Viejo CDP,71,0,-
TX,Randolph AFB CDP,98.6,3.3,88250
TX,Ranger city,76.7,12.6,31250
TX,Rangerville village,36.5,51.9,(X)
TX,Rankin city,73.2,4.5,56544
TX,Ransom Canyon town,97.1,2.2,96389
TX,Ratamosa CDP,0,100,-
TX,Ravenna city,84.4,10.9,51563
TX,Raymondville city,59.9,40.9,20938
TX,Realitos CDP,52.5,70.7,17279
TX,Redfield CDP,61.7,57.6,21250
TX,Redford CDP,77.8,76.4,-
TX,Redland CDP,83,39,40435
TX,Red Lick city,95.4,9.7,58690
TX,Red Oak city,84.2,9.7,67013
TX,Redwater city,93.9,18,43125
TX,Redwood CDP,59.6,16.6,47778
TX,Refugio town,77.4,23,36318
TX,Regino Ramirez CDP,66.7,62.7,16645
TX,Reid Hope King CDP,41.4,58.8,20660
TX,Reklaw city,80.5,12.2,32431
TX,Relampago CDP,31.8,47.7,-
TX,Rendon CDP,89.2,7,77196
TX,Reno city (Lamar County),88.9,12.3,68523
TX,Reno city (Parker and Tarrant Counties),85.8,13.3,56463
TX,Retreat town,84.4,10.8,56058
TX,Rhome city,88.1,9.9,68125
TX,Ricardo CDP,95.7,33.8,(X)
TX,Rice city,80.5,18.9,44688
TX,Richardson city,92.2,10.6,72427
TX,Richland town,74.3,32,27321
TX,Richland Hills city,82.8,10.6,50126
TX,Richland Springs town,90.9,11.2,37500
TX,Richmond city,64.5,21.6,46559
TX,Richwood city,89.2,15.6,66311
TX,Riesel city,90.6,18.3,47500
TX,Rio Bravo city,43.5,44.2,25574
TX,Rio Grande City city,59.8,30.5,29597
TX,Rio Hondo city,68.9,22.4,37743
TX,Rio Vista city,81.1,18.1,54375
TX,Rising Star town,73.7,26.4,31776
TX,Rivereno CDP,-,-,-
TX,River Oaks city,72.9,14.7,43073
TX,Riverside city,78.4,25.4,46625
TX,Riviera CDP,61.9,9.7,44031
TX,Roanoke city,91,11.4,61358
TX,Roaring Springs town,79,36.2,30500
TX,Robert Lee city,85.3,15.6,41250
TX,Robinson city,91.9,9.6,72943
TX,Robstown city,65.6,35.4,30900
TX,Roby city,77,26.9,40511
TX,Rochester town,62.9,27.6,29792
TX,Rockdale city,86.1,17.4,34567
TX,Rockport city,87.7,20.7,47865
TX,Rocksprings town,72,15.3,34402
TX,Rockwall city,91.6,6.4,88810
TX,Rocky Mound town,50,0,(X)
TX,Rogers town,78.7,10.9,41563
TX,Rollingwood city,99.3,2.6,176250
TX,Roma city,45.5,43.4,19299
TX,Roma Creek CDP,55.6,17.4,(X)
TX,Roman Forest town,92.1,2,93289
TX,Ropesville city,69.6,6.4,40000
TX,Roscoe city,74.4,15.3,41250
TX,Rosebud city,79,32.3,32250
TX,Rose City city,80.1,9.1,45875
TX,Rose Hill Acres city,91.6,7.1,67917
TX,Rosenberg city,74.6,20.7,44916
TX,Rosharon CDP,77,14.6,51456
TX,Rosita CDP,57.6,31.2,30179
TX,Ross city,81.4,10.8,49375
TX,Rosser village,67.1,30.7,41071
TX,Rotan city,78.6,23.8,33945
TX,Round Mountain town,97.6,18.1,50795
TX,Round Rock city,90.5,10,72412
TX,Round Top town,97.1,6.8,51250
TX,Rowlett city,90.4,6.8,83416
TX,Roxton city,86.3,35.1,22292
TX,Royse City city,87.7,7.3,75625
TX,Rule town,74.4,24.7,30652
TX,Runaway Bay city,94,4.6,80275
TX,Runge town,65.9,22.1,36016
TX,Rusk city,69.4,23.2,41864
TX,Sabinal city,67.6,19.6,36458
TX,Sachse city,92.4,4,89428
TX,Sadler city,93,6.3,41000
TX,Saginaw city,92.1,7.5,74903
TX,St. Hedwig town,95.2,3.9,72574
TX,St. Jo city,83.6,12.8,41667
TX,St. Paul town,90.1,11.1,88750
TX,St. Paul CDP,79.1,27.5,(X)
TX,Salado village,95.8,4.3,80507
TX,Saline_o CDP,24.7,49.6,9444
TX,Saline_o North CDP,72.2,0,-
TX,Sammy Martinez CDP,64,0,40000
TX,Samnorwood CDP,100,0,-
TX,Sam Rayburn CDP,92.5,0.7,77083
TX,San Angelo city,82.9,16.1,44802
TX,San Antonio city,81.4,19.8,46744
TX,San Augustine city,71.2,36.6,26144
TX,San Benito city,62.2,38.7,26158
TX,San Carlos CDP,46.1,37.4,25471
TX,San Carlos I CDP,17.7,60,(X)
TX,San Carlos II CDP,20.6,100,(X)
TX,Sanctuary town,90.6,9.7,59792
TX,Sanderson CDP,80.6,20.2,31458
TX,Sandia CDP,18,35,(X)
TX,San Diego city,63.1,33.9,24273
TX,Sandoval CDP,100,0,-
TX,Sand Springs CDP,83,18.5,50438
TX,Sandy Hollow-Escondidas CDP,72.9,15.1,54964
TX,Sandy Point city,80.2,9.4,102321
TX,San Elizario city,49.4,51.9,22565
TX,San Felipe town,78.7,21.7,30804
TX,San Fernando CDP,0,100,"2,500-"
TX,Sanford town,72.6,41.4,31250
TX,Sanger city,91.4,9,54103
TX,San Isidro CDP,65.2,10.3,43125
TX,San Juan city,56,35.1,33888
TX,San Juan CDP,29.4,52.7,18942
TX,San Leanna village,98.5,6.8,95139
TX,San Leon CDP,76.9,23,48298
TX,San Marcos city,85.7,37,28923
TX,San Patricio city,82.4,7.4,70500
TX,San Pedro CDP,66.2,14.6,46250
TX,San Perlita city,55.1,40.3,34375
TX,San Saba city,68.8,19.1,29878
TX,Sansom Park city,65,27.8,38109
TX,Santa Anna town,77.5,33.4,27396
TX,Santa Anna CDP,32.4,0,-
TX,Santa Clara city,87.8,7,81518
TX,Santa Cruz CDP,55.9,0,(X)
TX,Santa Fe city,91.9,8.7,61674
TX,Santa Maria CDP,51.1,36,28182
TX,Santa Monica CDP,89.2,47.8,(X)
TX,Santa Rosa town,50,52.6,19946
TX,Santa Rosa CDP,41.1,50.6,23049
TX,Santel CDP,-,-,-
TX,San Ygnacio CDP,59.2,23,31522
TX,Sarita CDP,59.9,33.6,36375
TX,Savannah CDP,97.7,5.3,101379
TX,Savoy city,83.2,18.7,37292
TX,Scenic Oaks CDP,96.7,3.1,145667
TX,Schertz city,92.6,7.2,74509
TX,Schulenburg city,70.6,12,34781
TX,Scissors CDP,25.9,47,22886
TX,Scotland city,85.3,5.4,60208
TX,Scottsville city,77.2,7.9,39167
TX,Scurry town,87.7,8.7,65625
TX,Seabrook city,96.7,7.4,82047
TX,Seadrift city,75.2,40,34336
TX,Seagoville city,72.2,15.8,43641
TX,Seagraves city,64.7,20.5,48750
TX,Sealy city,78.1,15.9,42926
TX,Sebastian CDP,50.8,53.1,16830
TX,Seco Mines CDP,71.5,56.4,12887
TX,Seguin city,77.1,22.5,38139
TX,Selma city,91.3,8.2,74753
TX,Seminole city,68.8,10.1,54063
TX,Serenada CDP,99.9,4,91042
TX,Seth Ward CDP,56,27.2,30165
TX,Seven Oaks city,78.7,18.9,55625
TX,Seven Points city,70.5,31,35764
TX,Seymour city,87.4,10.5,32346
TX,Shadybrook CDP,87.4,23.3,41171
TX,Shady Hollow CDP,97.7,2.7,105244
TX,Shady Shores town,97.3,6.3,96761
TX,Shallowater city,89.1,8.4,60938
TX,Shamrock city,81.2,19.4,41610
TX,Shavano Park city,97.7,4.5,175750
TX,Sheldon CDP,50.9,16.3,38138
TX,Shenandoah city,97.1,3.8,67750
TX,Shepherd city,74.9,31.5,32763
TX,Sherman city,84.7,20.4,42923
TX,Sherwood Shores CDP,84.4,8.9,31364
TX,Shiner city,81.5,9.1,46739
TX,Shoreacres city,95.7,4.2,107639
TX,Sienna Plantation CDP,96.8,5.1,132794
TX,Sierra Blanca CDP,79,28.5,45278
TX,Siesta Acres CDP,46.9,23.5,30471
TX,Siesta Shores CDP,36.9,46.8,22428
TX,Silsbee city,84.8,28.4,33550
TX,Silverton city,72.3,15.9,36458
TX,Simonton city,91.8,5.1,65833
TX,Sinton city,64.5,17.3,45313
TX,Skellytown town,88.1,7.4,54688
TX,Skidmore CDP,63.6,24.7,35060
TX,Slaton city,72.1,15.1,39167
TX,Smiley city,71.4,15.4,36875
TX,Smithville city,81.1,12.7,39330
TX,Smyer town,86.1,18.1,47500
TX,Snook city,80.1,8.9,50208
TX,Snyder city,80.2,11.7,51352
TX,Socorro city,55.5,33.5,30789
TX,Solis CDP,71.5,12.9,48429
TX,Somerset city,76.5,19.9,45568
TX,Somerville city,79.7,19.7,40375
TX,Sonora city,73.4,9.7,52688
TX,Sour Lake city,89.2,8.1,50030
TX,South Alamo CDP,29,47.5,19375
TX,South Fork Estates CDP,81.5,0,36583
TX,South Houston city,54.8,24.7,41309
TX,Southlake city,98.3,2.9,183125
TX,South La Paloma CDP,71.5,33.1,28523
TX,Southmayd city,79.3,16.3,48417
TX,South Mountain town,82.1,11.5,58333
TX,South Padre Island town,87.9,26.4,39301
TX,South Point CDP,59.6,29.2,44286
TX,Southside Place city,99.1,8.3,152292
TX,South Toledo Bend CDP,96.7,3.6,52500
TX,Spade CDP,89.3,21.8,42708
TX,Sparks CDP,39,49,20323
TX,Spearman city,75.7,15.4,43466
TX,Splendora city,72,31.5,37431
TX,Spofford city,58.6,41.1,33750
TX,Spring CDP,90.4,11.2,66484
TX,Spring Gardens CDP,84.5,8,39485
TX,Springlake town,80.3,4.5,35000
TX,Springtown city,89.6,19.4,47826
TX,Spring Valley Village city,98.8,2.4,175375
TX,Spur city,65.1,32.6,29875
TX,Stafford city,85.4,12,60423
TX,Stagecoach town,95.5,9.9,83750
TX,Stamford city,78.7,25.2,37685
TX,Stanton city,76.5,14.9,52396
TX,Staples city,91.3,20.8,42857
TX,Star Harbor city,95.2,2.5,70179
TX,Stephenville city,88.2,29.3,37825
TX,Sterling City city,74.4,17.3,53015
TX,Stinnett city,82,16.3,46490
TX,Stockdale city,80.4,20.1,41667
TX,Stonewall CDP,87.9,15.5,(X)
TX,Stowell CDP,86.6,9.1,51287
TX,Stratford city,72.7,10.9,48889
TX,Strawn city,72.6,23,29353
TX,Streetman town,66.9,9.8,56250
TX,Study Butte CDP,73.5,41.7,31319
TX,Sudan city,75.8,30.3,40972
TX,Sugar Land city,92.8,5.3,104939
TX,Sullivan City city,43.6,36.1,26688
TX,Sulphur Springs city,80.6,24.7,38000
TX,Sundown city,83.3,12.5,52841
TX,Sunnyvale town,94,3.3,124911
TX,Sunray city,73.4,15.3,49716
TX,Sunrise Beach Village city,94.5,13.3,60852
TX,Sunset CDP (Montague County),95.7,0,49360
TX,Sunset CDP (Starr County),25,60,-
TX,Sunset Acres CDP,-,-,-
TX,Sunset Valley city,99.1,1.5,131058
TX,Sun Valley city,82,5.2,(X)
TX,Surfside Beach city,93.5,7,57059
TX,Sweeny city,91.9,27.6,46989
TX,Sweetwater city,76.4,24.9,32259
TX,Taft city,73.7,17.1,39333
TX,Taft Southwest CDP,45,24.9,33352
TX,Tahoka city,84.6,18.3,39313
TX,Talco city,69,36,22321
TX,Talty town,89.6,3.1,104014
TX,Tanquecitos South Acres CDP,24.9,72.6,(X)
TX,Tanquecitos South Acres II CDP,-,-,-
TX,Tatum city,85.8,23.9,33250
TX,Taylor city,79.4,15.4,42793
TX,Taylor Lake Village city,97.5,3.9,131250
TX,Taylor Landing city,97.8,0,65625
TX,Teague city,83.2,18.7,45484
TX,Tehuacana town,85.6,14.8,47083
TX,Temple city,87.9,17.9,47475
TX,Tenaha town,62.9,42.2,23833
TX,Terlingua CDP,97.7,0,103063
TX,Terrell city,76.2,21.4,38055
TX,Terrell Hills city,97.3,1.3,148080
TX,Texarkana city,87.4,22.8,39113
TX,Texas City city,82.1,21,43702
TX,Texhoma city,92.6,17.1,54750
TX,Texline town,82,13.5,55375
TX,The Colony city,94.1,7.7,71488
TX,The Hills village,99.8,1.1,125357
TX,The Woodlands CDP,97.1,4.6,109917
TX,Thompsons town,81.4,28.2,(X)
TX,Thompsonville CDP,-,-,-
TX,Thorndale city,70.8,9.5,46875
TX,Thornton town,77.5,16.3,37321
TX,Thorntonville town,69,8.7,56250
TX,Thrall city,75.8,23.5,37917
TX,Three Rivers city,76.4,16.4,42390
TX,Throckmorton town,77.9,16.6,33077
TX,Thunderbird Bay CDP,86.1,13.4,34185
TX,Tierra Bonita CDP,46.9,46.4,16202
TX,Tierra Dorada CDP,0,100,-
TX,Tierra Grande CDP,92.5,0,212542
TX,Tierra Verde CDP,86.1,30.7,71118
TX,Tiki Island village,96.2,2.2,127167
TX,Tilden CDP,79.9,7.4,55250
TX,Timbercreek Canyon village,96.8,2,88542
TX,Timberwood Park CDP,96.1,3.9,111721
TX,Timpson city,70.8,42.7,22396
TX,Tioga town,88,5.7,59286
TX,Tira town,75.1,8,51667
TX,Tivoli CDP,64.5,41.8,34500
TX,Toco city,77,36.2,(X)
TX,Todd Mission city,88.1,0,34167
TX,Tolar city,98.8,15.1,62500
TX,Tomball city,88.8,22.7,44086
TX,Tom Bean city,91.3,19.5,44286
TX,Tool city,78.3,11.3,40200
TX,Tornillo CDP,49.2,36.1,27404
TX,Toyah town,69,42.7,(X)
TX,Tradewinds CDP,54.2,6.1,(X)
TX,Travis Ranch CDP,86.5,10.5,94593
TX,Trent town,86.8,17.9,39861
TX,Trenton city,77.5,25.8,33611
TX,Trinidad city,84.5,23.7,35729
TX,Trinity city,70.8,26.6,22331
TX,Trophy Club town,98.2,2.5,128750
TX,Troup city,80.5,31,29474
TX,Troy city,81.7,10.9,49779
TX,Tuleta CDP,88.8,18.6,30625
TX,Tulia city,74.8,27.4,31530
TX,Tulsita CDP,71.1,0,-
TX,Turkey city,80.1,26.7,26250
TX,Tuscola city,92.5,8.3,51667
TX,Tye city,74,17.8,32344
TX,Tyler city,83.6,20.9,42840
TX,Tynan CDP,66.3,19,33750
TX,Uhland city,67.8,17.9,40662
TX,Uncertain city,87.2,20.2,(X)
TX,Union Grove city,84.9,12.9,40000
TX,Union Valley city,90.2,3.8,78750
TX,Universal City city,91.1,10.2,57682
TX,University Park city,99.6,4.4,177098
TX,Utopia CDP,64.2,26.4,45096
TX,Uvalde city,69.5,20.9,38121
TX,Uvalde Estates CDP,52.8,33.5,31382
TX,Valentine town,74.1,14,(X)
TX,Valle Hermoso CDP,-,-,-
TX,Valle Verde CDP,-,-,-
TX,Valle Vista CDP,51.1,0,(X)
TX,Valley Mills city,85.7,13,51179
TX,Valley View city,81.3,3.4,68289
TX,Val Verde Park CDP,61.9,22.4,44335
TX,Van city,85.6,13.5,45185
TX,Van Alstyne city,93.1,13.1,51688
TX,Vanderbilt CDP,85.2,2.5,57917
TX,Van Horn town,60.8,27.6,35474
TX,Van Vleck CDP,80.3,14.6,49344
TX,Vega city,84.3,10.6,43958
TX,Venus town,78,9.9,46886
TX,Vernon city,76.3,19.9,39353
TX,Victoria city,81.3,18,48658
TX,Victoria Vera CDP,52.9,0,-
TX,Vidor city,89.6,18.5,40134
TX,Villa del Sol CDP,82.7,78.3,-
TX,Villa Pancho CDP,41.5,43.4,22917
TX,Villarreal CDP,83,0,(X)
TX,Villa Verde CDP,37.6,45.5,17601
TX,Vinton village,64.1,34.2,33309
TX,Volente village,98.7,10.5,111250
TX,Von Ormy city,76.1,15.4,40083
TX,Waco city,79.2,29,33147
TX,Waelder city,38.9,16.5,33947
TX,Wake Village city,91,23.4,43945
TX,Waller city,81,25.1,42120
TX,Wallis city,86.9,9.1,43922
TX,Walnut Springs city,67.3,33.8,29375
TX,Warren CDP,95.2,9.1,65597
TX,Warren City city,87.6,5.6,63750
TX,Waskom city,81.3,21.8,34722
TX,Watauga city,88,8.7,64401
TX,Waxahachie city,87.2,15.9,54081
TX,Weatherford city,89.3,10.6,57257
TX,Webberville village,65.4,23.1,53750
TX,Webster city,83.5,17.6,44758
TX,Weimar city,83.1,17.7,42969
TX,Weinert city,85.2,27.8,44750
TX,Weir city,75.5,20.3,65000
TX,Welch CDP,74.4,4.7,61250
TX,Wellington city,76.3,22.8,38380
TX,Wellman city,78.4,18.6,43036
TX,Wells town,74.8,31,26116
TX,Wells Branch CDP,92.5,12.9,49721
TX,Weslaco city,66.6,27.2,36108
TX,West city,83.4,17.4,37083
TX,West Alto Bonito CDP,35.7,45.3,(X)
TX,Westbrook city,83.1,4.7,60750
TX,West Columbia city,86.1,21.1,41905
TX,Westdale CDP,84.1,0,59205
TX,Western Lake CDP,73.7,6,63894
TX,Westlake town,96.8,5.1,193125
TX,West Lake Hills city,99.8,6.1,141453
TX,West Livingston CDP,72.9,13.8,39700
TX,Westminster CDP,66.4,17,(X)
TX,West Odessa CDP,67.5,15.5,51275
TX,Weston city,94.8,2.8,69375
TX,Weston Lakes city,98.4,0.8,148516
TX,West Orange city,81.1,16.6,40801
TX,Westover Hills town,100,7.2,211250
TX,West Sharyland CDP,41.2,49.5,23665
TX,West Tawakoni city,79.3,23.2,33657
TX,West University Place city,99.1,2.2,200625
TX,Westway CDP,42.4,44.9,25930
TX,Westwood Shores CDP,87.2,16.1,40156
TX,Westworth Village city,87.2,9.8,53250
TX,Wharton city,68.5,25.9,29797
TX,Wheeler city,74,14.8,55375
TX,White Deer town,90.2,2.9,66250
TX,Whiteface town,82.9,11.1,42500
TX,Whitehouse city,94.5,10.1,69957
TX,White Oak city,92.6,19.7,56237
TX,Whitesboro city,83.6,19.7,37582
TX,White Settlement city,78.9,20.1,39333
TX,Whitewright town,80.3,18.4,35938
TX,Whitney town,84.3,24.2,38625
TX,Wichita Falls city,85.3,19.8,44543
TX,Wickett town,84.2,9.1,52083
TX,Wild Peach Village CDP,90.9,11.3,50981
TX,Wildwood CDP,96.2,9.6,59583
TX,Willis city,65.7,14.4,36640
TX,Willow Park city,96.3,2.5,86912
TX,Wills Point city,77.7,22.2,36797
TX,Wilmer city,59.6,41.6,33472
TX,Wilson city,57.3,31.9,36354
TX,Wimberley city,91.4,19.8,59167
TX,Windcrest city,94.3,3.1,75310
TX,Windom town,90,34.5,(X)
TX,Windthorst town,81,10.6,52857
TX,Winfield city,66,34.1,34125
TX,Wink city,88.3,14.6,68882
TX,Winnie CDP,70.8,13.7,43601
TX,Winnsboro city,82.3,25.8,28511
TX,Winona town,83.1,14.3,39653
TX,Winters city,66.4,23.6,36076
TX,Wixon Valley city,88.2,0.8,84167
